,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,company,full_name
7187,Swift Dzire AMT ZDI,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,8,Maruti,Maruti Swift Dzire AMT ZDI
7188,Swift Dzire LDI,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire LDI
7189,Indigo CS LX (TDI) BS-III,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5,11,Tata,Tata Indigo CS LX (TDI) BS-III
7190,Etios Liva 1.4 VD,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,7,Toyota,Toyota Etios Liva 1.4 VD
7191,Xylo D4,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489.0,93.7,7,11,Mahindra,Mahindra Xylo D4
7192,i20 Magna 1.4 CRDi (Diesel),340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396.0,88.76,5,13,Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel)
7193,Sonata 2.0L CRDi MT,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991.0,142.0,5,16,Hyundai,Hyundai Sonata 2.0L CRDi MT
7194,Manza Club Class Quadrajet90 LX,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5,13,Tata,Tata Manza Club Class Quadrajet90 LX
7195,XUV500 AT W8 FWD,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 AT W8 FWD
7196,Swift Ldi BSIV,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5,16,Maruti,Maruti Swift Ldi BSIV
7198,Octavia L and K 1.9 TDI (MT),250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5,18,Skoda,Skoda Octavia L and K 1.9 TDI (MT)
7199,Verna 1.6 SX VTVT AT,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591.0,121.3,5,13,Hyundai,Hyundai Verna 1.6 SX VTVT AT
7200,Cruze LTZ AT,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5,9,Chevrolet,Chevrolet Cruze LTZ AT
7201,Pajero Sport Anniversary Edition,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477.0,178.0,7,10,Mitsubishi,Mitsubishi Pajero Sport Anniversary Edition
7202,EON Era Plus,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,11,Hyundai,Hyundai EON Era Plus
7203,Amaze VX i-DTEC,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,12,Honda,Honda Amaze VX i-DTEC
7204,Jetta 2.0 TDI Comfortline,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,5,15,Volkswagen,Volkswagen Jetta 2.0 TDI Comfortline
7205,i20 1.4 CRDi Era,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,15,Hyundai,Hyundai i20 1.4 CRDi Era
7206,Rapid Ultima 1.6 TDI Elegance,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5,13,Skoda,Skoda Rapid Ultima 1.6 TDI Elegance
7207,Swift Dzire VXI 1.2,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,7,Maruti,Maruti Swift Dzire VXI 1.2
7208,Innova Crysta 2.4 GX MT 8S BSIV,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8,7,Toyota,Toyota Innova Crysta 2.4 GX MT 8S BSIV
7209,800 AC,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,13,Maruti,Maruti 800 AC
7210,Aspire Trend Plus,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5,7,Ford,Ford Aspire Trend Plus
7211,i20 1.2 Asta,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,7,Hyundai,Hyundai i20 1.2 Asta
7212,EON 1.0 Kappa Magna Plus Optional,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5,7,Hyundai,Hyundai EON 1.0 Kappa Magna Plus Optional
7213,Alto K10 2010-2014 VXI,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,13,Maruti,Maruti Alto K10 2010-2014 VXI
7214,Triber RXZ BSIV,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7,6,Renault,Renault Triber RXZ BSIV
7215,EON Magna Plus,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,12,Hyundai,Hyundai EON Magna Plus
7216,i20 1.4 CRDi Sportz,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5,14,Hyundai,Hyundai i20 1.4 CRDi Sportz
7217,Indigo CR4,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5,14,Tata,Tata Indigo CR4
7218,Indigo eCS LX BSIV,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5,14,Tata,Tata Indigo eCS LX BSIV
7219,Ritz ZDi,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5,11,Maruti,Maruti Ritz ZDi
7220,Swift Dzire VXi,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5,13,Maruti,Maruti Swift Dzire VXi
7221,City 1.5 S MT,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5,15,Honda,Honda City 1.5 S MT
7222,XUV500 W6 2WD,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,10,Mahindra,Mahindra XUV500 W6 2WD
7223,Tavera Neo 3 LS 10 Seats BSIII,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10,9,Chevrolet,Chevrolet Tavera Neo 3 LS 10 Seats BSIII
7224,Platinum Etios 1.4 GXD,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5,7,Toyota,Toyota Platinum Etios 1.4 GXD
7225,Swift LXI,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,5,Maruti,Maruti Swift LXI
7226,Xcent 1.2 VTVT S AT,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5,7,Hyundai,Hyundai Xcent 1.2 VTVT S AT
7227,S-Cross 2017-2020 Delta DDiS 200 SH,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,7,Maruti,Maruti S-Cross 2017-2020 Delta DDiS 200 SH
7228,Tiago 2019-2020 XZ Plus Dual Tone,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5,6,Tata,Tata Tiago 2019-2020 XZ Plus Dual Tone
7229,Figo 1.5D Trend MT,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,8,Ford,Ford Figo 1.5D Trend MT
7230,Innova 2.5 G (Diesel) 7 Seater,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7,12,Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater
7231,XUV500 W6 2WD,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,13,Mahindra,Mahindra XUV500 W6 2WD
7232,Ritz VDi,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5,12,Maruti,Maruti Ritz VDi
7233,Scorpio 2.6 SLX Turbo 7 Seater,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7,22,Mahindra,Mahindra Scorpio 2.6 SLX Turbo 7 Seater
7234,Brio 1.2 S MT,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,8,Honda,Honda Brio 1.2 S MT
7235,BR-V i-DTEC VX MT,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498.0,98.6,7,8,Honda,Honda BR-V i-DTEC VX MT
7236,BR-V i-VTEC VX MT,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7,8,Honda,Honda BR-V i-VTEC VX MT
7237,Verna 1.6 CRDi S,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,8,Hyundai,Hyundai Verna 1.6 CRDi S
7238,Vento 1.5 TDI Comfortline,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5,8,Volkswagen,Volkswagen Vento 1.5 TDI Comfortline
7239,EON Era Plus,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,8,Hyundai,Hyundai EON Era Plus
7240,Ertiga SHVS ZDI Plus,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7,9,Maruti,Maruti Ertiga SHVS ZDI Plus
7241,B Class B200 CDI Sport,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143.0,134.1,5,9,Mercedes-Benz,Mercedes-Benz B Class B200 CDI Sport
7242,Beat LT,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5,13,Chevrolet,Chevrolet Beat LT
7243,Nexon 1.2 Revotron XM,750000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,7,Tata,Tata Nexon 1.2 Revotron XM
7244,Ameo 1.5 TDI Comfortline AT,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5,8,Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline AT
7245,Figo Diesel ZXI,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,14,Ford,Ford Figo Diesel ZXI
7246,City 1.5 E MT,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5,14,Honda,Honda City 1.5 E MT
7248,Figo 1.5D Titanium MT,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,10,Ford,Ford Figo 1.5D Titanium MT
7249,Santro Sportz BSIV,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,6,Hyundai,Hyundai Santro Sportz BSIV
7250,Indigo CS eLX BS IV,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,13,Tata,Tata Indigo CS eLX BS IV
7251,RediGO 1.0 S,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,8,Datsun,Datsun RediGO 1.0 S
7252,Etios G,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,5,9,Toyota,Toyota Etios G
7253,Indigo CS LX (TDI) BS III,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5,12,Tata,Tata Indigo CS LX (TDI) BS III
7254,Indigo eCS VX BSIV,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5,13,Tata,Tata Indigo eCS VX BSIV
7255,Scorpio LX,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9,14,Mahindra,Mahindra Scorpio LX
7256,Ecosport 1.0 Ecoboost Titanium Optional,550000,43011,Petrol,Dealer,Manual,First Owner,18.88,999.0,123.37,5,11,Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional
7257,Duster 110PS Diesel RxL,600000,136000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,10,Renault,Renault Duster 110PS Diesel RxL
7258,Figo Aspire 1.5 TDCi Titanium,550000,15000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,8,Ford,Ford Figo Aspire 1.5 TDCi Titanium
7259,Bolero SLX,370000,110000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,14,Mahindra,Mahindra Bolero SLX
7260,i10 Magna 1.1L,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5,17,Hyundai,Hyundai i10 Magna 1.1L
7261,Alto LXi BSIII,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,20,Maruti,Maruti Alto LXi BSIII
7262,Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5,15,Tata,Tata Indica Vista Aqua 1.4 TDI
7282,Figo Aspire 1.2 Ti-VCT Titanium,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,7,Ford,Ford Figo Aspire 1.2 Ti-VCT Titanium
7284,Santro Magna,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.07,5,5,Hyundai,Hyundai Santro Magna
7285,800 AC BSII,125000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,18,Maruti,Maruti 800 AC BSII
7286,Lodgy 85PS RxZ,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8,10,Renault,Renault Lodgy 85PS RxZ
7287,Compass 2.0 Limited,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,8,Jeep,Jeep Compass 2.0 Limited
7288,Indica V2 1.2 GLE BSIII,170000,110000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5,12,Tata,Tata Indica V2 1.2 GLE BSIII
7289,Linea Emotion (Diesel),275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248.0,91.7,5,15,Fiat,Fiat Linea Emotion (Diesel)
7290,Innova 2.5 V Diesel 8-seater,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,18,Toyota,Toyota Innova 2.5 V Diesel 8-seater
7291,Jetta 2.0L TDI Highline,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968.0,138.1,5,12,Volkswagen,Volkswagen Jetta 2.0L TDI Highline
7292,Swift Dzire ZDI,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,6,Maruti,Maruti Swift Dzire ZDI
7293,Swift Dzire VDI,470000,150000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,12,Maruti,Maruti Swift Dzire VDI
7294,KWID RXT,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,10,Renault,Renault KWID RXT
7295,Duster 110PS Diesel RxL,600000,116000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,11,Renault,Renault Duster 110PS Diesel RxL
7296,Figo Diesel Celebration Edition,275000,104300,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5,12,Ford,Ford Figo Diesel Celebration Edition
7297,KUV 100 D75 K8,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,7,Mahindra,Mahindra KUV 100 D75 K8
7298,GL-Class 350 CDI Blue Efficiency,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987.0,254.8,7,11,Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency
7299,Ameo 1.5 TDI Comfortline,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5,5,Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline
7300,A6 2.0 TDI,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968.0,174.33,5,11,Audi,Audi A6 2.0 TDI
7301,Verna CRDi SX ABS,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5,18,Hyundai,Hyundai Verna CRDi SX ABS
7302,Verna CRDi SX,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,15,Hyundai,Hyundai Verna CRDi SX
7303,Verna CRDi SX ABS,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5,18,Hyundai,Hyundai Verna CRDi SX ABS
7304,Polo Petrol Comfortline 1.2L,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5,14,Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L
7305,Jetta 2.0L TDI Highline AT,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.03,5,12,Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT
7306,CR-V 2.4 4WD AT,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354.0,152.0,5,21,Honda,Honda CR-V 2.4 4WD AT
7307,Swift VDI,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5,12,Maruti,Maruti Swift VDI
7308,XC60 Inscription D5 BSIV,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969.0,235.0,5,7,Volvo,Volvo XC60 Inscription D5 BSIV
7309,Creta 1.6 CRDi SX Option,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,10,Hyundai,Hyundai Creta 1.6 CRDi SX Option
7310,Xcent 1.1 CRDi SX,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5,9,Hyundai,Hyundai Xcent 1.1 CRDi SX
7311,Kicks XV D BSIV,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461.0,108.5,5,6,Nissan,Nissan Kicks XV D BSIV
7312,Fiesta 1.4 SXi TDCi ABS,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5,17,Ford,Ford Fiesta 1.4 SXi TDCi ABS
7313,Optra Magnum 2.0 LT,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5,14,Chevrolet,Chevrolet Optra Magnum 2.0 LT
7314,Innova Crysta 2.8 ZX AT BSIV,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7,8,Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV
7315,City i-DTEC VX,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,6,Honda,Honda City i-DTEC VX
7316,Lancer 2.0 LXd,150000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5,25,Mitsubishi,Mitsubishi Lancer 2.0 LXd
7317,Vento Diesel Highline,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,12,Volkswagen,Volkswagen Vento Diesel Highline
7318,Fiesta 1.4 SXi TDCi ABS,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,15,Ford,Ford Fiesta 1.4 SXi TDCi ABS
7319,City 2017-2020 GXi,280000,75000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5,17,Honda,Honda City 2017-2020 GXi
7320,City i DTec E,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,9,Honda,Honda City i DTec E
7321,City i DTEC V,640000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,11,Honda,Honda City i DTEC V
7322,Indica V2 DLE BSIII,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5,18,Tata,Tata Indica V2 DLE BSIII
7323,Octavia Ambiente 1.9 TDI MT,195000,175000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5,18,Skoda,Skoda Octavia Ambiente 1.9 TDI MT
7324,Alto 800 LXI,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,8,Maruti,Maruti Alto 800 LXI
7325,Swift Dzire ZDI,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,13,Maruti,Maruti Swift Dzire ZDI
7326,Wagon R LX Minor,160000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,16,Maruti,Maruti Wagon R LX Minor
7327,Celerio VXI,330000,84000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,10,Maruti,Maruti Celerio VXI
7328,Figo Petrol LXI,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5,15,Ford,Ford Figo Petrol LXI
7330,i10 Era,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,14,Hyundai,Hyundai i10 Era
7360,Baleno Alpha 1.2,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5,9,Maruti,Maruti Baleno Alpha 1.2
7361,Verito 1.5 D4 BSIV,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5,10,Mahindra,Mahindra Verito 1.5 D4 BSIV
7362,Zest Revotron 1.2 XT,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5,11,Tata,Tata Zest Revotron 1.2 XT
7363,Rapid 1.6 MPI Elegance,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,5,13,Skoda,Skoda Rapid 1.6 MPI Elegance
7364,Verna 1.6 SX CRDi (O),590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5,13,Hyundai,Hyundai Verna 1.6 SX CRDi (O)
7365,XUV500 W4,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,12,Mahindra,Mahindra XUV500 W4
7366,Grande Punto 1.3 Emotion (Diesel),254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75.0,5,14,Fiat,Fiat Grande Punto 1.3 Emotion (Diesel)
7367,Grand i10 SportZ Edition,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,10,Hyundai,Hyundai Grand i10 SportZ Edition
7368,Swift Dzire AMT ZDI Plus,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire AMT ZDI Plus
7369,Jazz 1.5 V i DTEC,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,5,9,Honda,Honda Jazz 1.5 V i DTEC
7370,Pulse RxL,220000,75000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5,13,Renault,Renault Pulse RxL
7371,Indica V2 DLS TC,100000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5,19,Tata,Tata Indica V2 DLS TC
7372,Accent GLS 1.6,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94.0,5,21,Hyundai,Hyundai Accent GLS 1.6
7373,Indica Vista Aqua 1.4 TDI,152000,48000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5,16,Tata,Tata Indica Vista Aqua 1.4 TDI
7384,i20 1.2 Magna Executive,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,11,Hyundai,Hyundai i20 1.2 Magna Executive
7385,Swift VXI BSIV,475000,51000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,10,Maruti,Maruti Swift VXI BSIV
7386,Ignis Zeta,525000,29000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5,8,Maruti,Maruti Ignis Zeta
7387,Wagon R VXI 1.2,365000,28000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5,10,Maruti,Maruti Wagon R VXI 1.2
7388,Swift VDI BSIV,375000,97000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5,14,Maruti,Maruti Swift VDI BSIV
7389,Swift Dzire VDI,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5,7,Maruti,Maruti Swift Dzire VDI
7390,Swift Dzire VDI,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,6,Maruti,Maruti Swift Dzire VDI
7391,KWID RXT,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,7,Renault,Renault KWID RXT
7392,Scorpio 1.99 S6 Plus,875000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,10,Mahindra,Mahindra Scorpio 1.99 S6 Plus
7393,XUV500 W6 2WD,780000,69000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,11,Mahindra,Mahindra XUV500 W6 2WD
7394,S-Cross 2017-2020 Zeta DDiS 200 SH,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5,7,Maruti,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH
7395,Swift Dzire VDI,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5,6,Maruti,Maruti Swift Dzire VDI
7396,Verna 1.6 SX,350000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,13,Hyundai,Hyundai Verna 1.6 SX
7397,Polo Diesel Comfortline 1.2L,325000,120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5,12,Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L
7398,Polo Diesel Comfortline 1.2L,360000,80000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5,12,Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L
7399,Alto K10 2010-2014 VXI,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,15,Maruti,Maruti Alto K10 2010-2014 VXI
7400,Baleno Delta 1.3,670000,36000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,8,Maruti,Maruti Baleno Delta 1.3
7401,Etios Liva GD,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5,11,Toyota,Toyota Etios Liva GD
7402,Omni E MPI STD BS IV,260000,9000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,8,Maruti,Maruti Omni E MPI STD BS IV
7403,Nano Lx BSIV,70000,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.48,4,13,Tata,Tata Nano Lx BSIV
7404,KWID Climber 1.0 MT BSIV,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,6,Renault,Renault KWID Climber 1.0 MT BSIV
7405,Xylo E4,150000,130000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,7,14,Mahindra,Mahindra Xylo E4
7406,Figo Diesel Titanium,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5,15,Ford,Ford Figo Diesel Titanium
7407,Swift Dzire VDi,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5,13,Maruti,Maruti Swift Dzire VDi
7408,Nexon 1.2 Revotron XM,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5,7,Tata,Tata Nexon 1.2 Revotron XM
7409,Polo Petrol Highline 1.2L,415000,80000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5,13,Volkswagen,Volkswagen Polo Petrol Highline 1.2L
7410,Swift Vdi BSIII,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5,17,Maruti,Maruti Swift Vdi BSIII
7411,Nano Cx,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,4,14,Tata,Tata Nano Cx
7412,Etios Liva G,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5,10,Toyota,Toyota Etios Liva G
7413,Verna 1.6 CRDi SX,803999,60000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,9,Hyundai,Hyundai Verna 1.6 CRDi SX
7414,Octavia L and K 1.9 TDI (MT),275000,200000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5,18,Skoda,Skoda Octavia L and K 1.9 TDI (MT)
7415,EcoSport 1.5 TDCi Titanium BSIV,934000,101000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,8,Ford,Ford EcoSport 1.5 TDCi Titanium BSIV
7416,Fiesta 1.4 Duratorq ZXI,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5,18,Ford,Ford Fiesta 1.4 Duratorq ZXI
7417,Innova 2.5 G (Diesel) 8 Seater,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,8,11,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater
